"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Order","Canceled","","2026-06-17T08:15:34.086Z","","","","","","KXBTC15M-26JUN170430-30","554b4330-2445-455e-bf71-7fec951c1c81","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:33.083Z","","","","","","KXDOGE15M-26JUN170430-30","01f1a660-f6ba-4b93-a5b9-f8e52571963c","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:33.082Z","","","","","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:32.094Z","","","","","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:32.081Z","","","","","","KXDOGE15M-26JUN170430-30","01f1a660-f6ba-4b93-a5b9-f8e52571963c","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:31.322Z","","","","","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:31.088Z","","","","","","KXBTC15M-26JUN170430-30","554b4330-2445-455e-bf71-7fec951c1c81","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:31.078Z","","","","","","KXSOL15M-26JUN170430-30","0766926a-c34c-4170-8361-ce6be0065e40","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:30.087Z","","","","","","KXBTC15M-26JUN170430-30","554b4330-2445-455e-bf71-7fec951c1c81","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:29.085Z","","","","","","KXBTC15M-26JUN170430-30","554b4330-2445-455e-bf71-7fec951c1c81","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:28.094Z","","","","","","KXBTC15M-26JUN170430-30","554b4330-2445-455e-bf71-7fec951c1c81","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-06-17T08:15:28.083Z","","","","","","KXBNB15M-26JUN170430-30","3a7d6e0d-5bb1-4139-bd96-20ccdd4737df","5","0","","","","","","","","","","","",""
